"en_name";"en_vote";"vote_general";"fr_name";"fr_vote";"it_name";"it_vote";"es_name";"es_vote";"de_name";"de_vote";"earliest_begin";"latest_begin";"earliest_end";"latest_end";"link_chronontology"
"Achaemenid-Roman Republic Middle East";;"Uok";"République romaine achéménide";;"Repubblica Achemenide-Romana";;"República aqueménida-romana";;"Achämenidisch-Römische Republik";;-540;-540;-30;-30;"http://chronontology.dainst.org/period/bVp0srUoYwQn"
"Achaemenid-Roman Republic";;"Uok";"République achéménide-romaine Moyen-Orient";;"Repubblica Achemenide-Romana Medio Oriente";;"Achaemenid-Roman Republic Medio Oriente";;"Achämenidisch-Römische Republik Naher Osten";;-540;-540;-30;-30;"http://chronontology.dainst.org/period/bVp0srUoYwQn"
"Achaemenid";;"Uok";"Achéménide";;"achemenide";;"Aqueménida";;"Achämenid";;-549;-549;-299;-299;"http://chronontology.dainst.org/period/ca4jL1InL3UL"
"Achaemenids";;"Uok";"Achéménide";;;;"Aqueménida";;"Achämenid";;-549;-549;-329;-329;"http://chronontology.dainst.org/period/kszVkw3fx1Gn"
"Achinese War";"Uok";"Xbad-translation";"Guerre chinoise";;"Guerra cinese";;"Guerra china";;"Chinese War";;1873;1873;1904;1904;"http://chronontology.dainst.org/period/c101pNorH2O7"
"Acton 2";;"Uname";"Acton 2";;"Acton 2";;"Acton 2";;"Acton 2";;-1500;-1500;-1400;-1400;"http://chronontology.dainst.org/period/ugvqqwGV9NNx"
"Acton Park";;"Uok";"Acton Park";;"Acton Park";;"Parque Acton";;"Acton Park";;-1770;-1350;-1380;-1210;"http://chronontology.dainst.org/period/w9tjLdD4zeit"
"Adam Style";;"Uname";"Adam Style";;"Adam Style";;"Adam Style";;"Adam Style";;1760;1760;1790;1790;"http://chronontology.dainst.org/period/UUj3CYJK0m6X"
"Adena";;"Uname";"Adena";;"adena";;"Adena";;"Adena";;-650;-650;50;50;"http://chronontology.dainst.org/period/RRbZQ0ZiyG0p"
"Adil Shahi dynasty";;"Uok";"Adil Shahi Dynasty";;"Dinastia Adil Shahi";;"Dinastía Adil Shahi";;"Adil Shahi Dynastie";;1490;1490;1686;1686;"http://chronontology.dainst.org/period/HsOC7c7Lq9Q2"
"Adolphus Frederick";;"Uok";"Adolphus Frederick";;"Adolphus Frederick";;"Adolfo Federico";;"Adolphus Frederick";;1751;1751;1771;1771;"http://chronontology.dainst.org/period/dStmzRLdbj0H"
"Adoptive Emperors";;"Ucorrected";"Empereurs adoptifs";;"Imperatori adottivi";;"Emperadores Adoptivos";;"Adoptivkaiser";;96;96;192;192;"http://chronontology.dainst.org/period/THskLgGa0oXh"
"Antonine Dynasty";;"Ucorrected";"Dynastie Antonine";;"Dinastia Antonina";;"Dinastía Antonina";;"Antoninische Dynastie";;;;;;
"Aegean Bronze Age";;"Uname";"Aegean Bronze Age";;"Egeo Bronzo Età";;"Edad del bronce egeo";;"Aegean Bronze Age";;-2999;-2999;-1999;-1999;"http://chronontology.dainst.org/period/Ctyl6nG0sb0K"
"Ældre Bronzealder per.3";;"Uok";"Âge du bronze plus ancien pour 3";;"Età del bronzo precedente per 3";;"Edad de bronce mayor por 3";;"Ältere Bronzezeit pro 3";;-1300;-1300;-1100;-1100;"http://chronontology.dainst.org/period/R9FewCR97FUp"
"Aeronian";"Uname";;"Aeronian";"Uname";"Aeronian";"Uname";"Aeronáutico";"Xbad-translation";"Aeronian";"Uname";-440800000;-440800000;-438500000;-438500000;"http://chronontology.dainst.org/period/xv7MkQzKN3wT"
"Aeropittura";;"Uname";"Aeropittura";;"Aeropittura";;"Aeropittura";;"Aeropittura";;1930;1930;1949;1949;"http://chronontology.dainst.org/period/lz6vBY5Y8BV4"
"Aesthetic Movement";;"Uok";"Mouvement esthétique";;"Movimento estetico";;"Movimiento estético";;"Ästhetische Bewegung";;1870;1870;1889;1889;"http://chronontology.dainst.org/period/cMEw7EY9bLk2"
"Afghan War";;"Uok";"Guerre afghane";;"Guerra afgana";;"Guerra afgana";;"Afghanistankrieg";;2001;2001;2015;2015;"http://chronontology.dainst.org/period/dNFdDqxhF4AW"
"Afghan Wars";;"Uok";"Guerres afghanes";;"Guerre afgane";;"Guerras afganas";;"Afghanische Kriege";;1838;1838;1919;1919;"http://chronontology.dainst.org/period/H9QhfT9jmf1D"
"Afghan-Soviet War";;"Uok";"Guerre afghano-soviétique";;"Guerra afgana-sovietica";;"Guerra afgano-soviética";;"Afghanisch-sowjetischer Krieg";;1979;1979;1989;1989;"http://chronontology.dainst.org/period/1yCcWxktmnP8"
"Afonso I";;"Uname";"Afonso I";;"Afonso I";;"Alfonso I";;"Afonso ich";;1139;1139;1185;1185;"http://chronontology.dainst.org/period/R2eyJ2L8JGOw"
"Afonso II";;"Uname";"Afonso II";;"Afonso II";;"Alfonso II";;"Afonso II";;1211;1211;1223;1223;"http://chronontology.dainst.org/period/Z6IYLGsYKgSb"
"Afonso III";;"Uname";"Afonso III";;"Alfonso III";;"Alfonso III";;"Alfons III";;1248;1248;1279;1279;"http://chronontology.dainst.org/period/CK0XWGiUYx8z"
"Afonso IV";;"Uname";"Afonso IV";;"Afonso IV";;"Alfonso IV";;"Afonso IV";;1325;1325;1357;1357;"http://chronontology.dainst.org/period/guY7uUcxyG2d"
"Afonso V";;"Uname";"Afonso V";;"Afonso V";;"Alfonso V";;"Afonso V.";;1438;1438;1481;1481;"http://chronontology.dainst.org/period/wwZ8TkkvwN3k"
"Afonso VI";;"Uname";"Afonso VI";;"Afonso VI";;"Alfonso VI";;"Afonso VI";;1656;1656;1683;1683;"http://chronontology.dainst.org/period/v5fmaK3GoP8N"
"African-American";;"Uok";"Afro-américain";;"Afroamericano";;"Afroamericano";;"Afroamerikaner";;1500;1500;1950;1950;"http://chronontology.dainst.org/period/HYuidPRa9tJi"
"Afsharid dynasty";;"Uok";"Dynastie Afsharid";;"Dinastia Afsharid";;"Dinastía Afsharid";;"Afsharid Dynastie";;1736;1736;1796;1796;"http://chronontology.dainst.org/period/EHF4J703qUsQ"
"Agate Basin";;"Uok";"Agate Basin";;"Bacino d'agata";;"Cuenca de ágata";;"Achatbecken";;-8550;-8550;-7550;-7550;"http://chronontology.dainst.org/period/UUVA1954Fb1n"
"Age 10";;"Xeasily-mistaken";"10 ans";;"10 anni";;"10 años";;"Alter 10";;-489500000;-489500000;-485400000;-485400000;"http://chronontology.dainst.org/period/MvBvWH6vY1wv"
"Age 2";;"Xeasily-mistaken";"2 ans";;"Età 2";;"Edad 2";;"Alter 2";;-529000000;-529000000;-521000000;-521000000;"http://chronontology.dainst.org/period/JhVYczSFZ9tb"
"Age 3";;"Xeasily-mistaken";"3 ans";;"Età 3";;"3 años";;"Alter 3";;-521000000;-521000000;-514000000;-514000000;"http://chronontology.dainst.org/period/xY2GyaclgZ0D"
"Age 4";;"Xeasily-mistaken";"4 ans";;"Età 4";;"4 años";;"Alter 4";;-514000000;-514000000;-509000000;-509000000;"http://chronontology.dainst.org/period/FZ6R4UmlKgnu"
"Age 5";;"Xeasily-mistaken";"5 ans";;"5 anni";;"5 años";;"Alter 5";;-509000000;-509000000;-504500000;-504500000;"http://chronontology.dainst.org/period/AETubplFdD7b"
"Age of Despotism";;"Uok";"L'ère du despotisme";;"Età del dispotismo";;"Era del despotismo";;"Zeitalter des Despotismus";;-559;-559;-509;-509;"http://chronontology.dainst.org/period/l4dOODLAdbTq"
"Age of enlightenment";;"Uok";"Siècle des Lumières";;"Età dell'illuminazione";;"Era de iluminacion";;"Zeitalter der Erleuchtung";;1700;1700;1799;1799;"http://chronontology.dainst.org/period/LlZVD1tYpOFX"
"Age of Liberty";;"Uok";"Age of Liberty";;"Age of Liberty";;"Edad de la libertad";;"Zeitalter der Freiheit";;1719;1719;1772;1772;"http://chronontology.dainst.org/period/SKFmgf8Mv2Bu"
"Age of Pericles";;"Uok";"Age of Pericles";;"Age of Pericles";;"Edad de Pericles";;"Alter der Perikles";;-478;-478;-430;-430;"http://chronontology.dainst.org/period/Q4WfVy3UijkS"
"Age of Tyrants";;"Uok";"Age of Tyrants";;"Age of Tyrants";;"Edad de los tiranos";;"Zeitalter der Tyrannen";;-559;-559;-509;-509;"http://chronontology.dainst.org/period/l4dOODLAdbTq"
"Aghlabid";"Uname";;"Aghlabid";"Uname";"Aghlabid";"Uname";"Aglomerado";"Xbad-translation";"Aghlabid";"Uname";800;800;909;909;"http://chronontology.dainst.org/period/HMX6M26E2M4Z"
"Ağrı Dağ Rebellion";;"Uok";"Rébellion d'Agri Mountain";;"Agri Mountain Rebellion";;"Rebelión de la montaña Agri";;"Agri Mountain Rebellion";;1927;1927;1930;1930;"http://chronontology.dainst.org/period/UIt6CxX4RDAz"
"Aguada";"Uok";;"aqueux";"Xbad-translation";"acquoso";"Xbad-translation";"Aguada";"Xbad-translation";"wässrig";"Xbad-translation";600;600;900;900;"http://chronontology.dainst.org/period/nqzEHbO7ZYoC"
"Ahmed I";;"Ucorrected";"Ahmed I";;"Ahmed I";;"Ahmed I";;"Ahmed I";;1603;1603;1617;1617;"http://chronontology.dainst.org/period/SjHSRubQbpHZ"
"Ahmed II";;"Ucorrected";"Ahmed II";;"Ahmed II";;"Ahmed II";;"Ahmed II";;1691;1691;1695;1695;"http://chronontology.dainst.org/period/79E142M5GRO2"
"Ahmed III";;"Uname";"Ahmed III";;"Ahmed III";;"Ahmed III";;"Ahmed III";;1703;1703;1730;1730;"http://chronontology.dainst.org/period/Asf56GjBpVtj"
"Ahrensburgian";;"Uname";"Ahrensburgien";;"Ahrensburgian";;"Ahrensburgian";;"Ahrensburgian";;-10500;-10500;-9000;-9000;"http://chronontology.dainst.org/period/h9ArPK03bsKj"
"Airlift of Ethiopian Jews";;"Uok";"Transport aérien de juifs éthiopiens";;"Ponte aereo di ebrei etiopi";;"Puente aéreo de judíos etíopes";;"Luftbrücke äthiopischer Juden";;1984;1984;1985;1985;"http://chronontology.dainst.org/period/aB51MJ0U3z9y"
"Ajubites";;"Uname";"Ajubites";;"Ajubites";;"Ajubites";;"Ajubiten";;1180;1180;1250;1250;"http://chronontology.dainst.org/period/JQXpORKG2tLp"
"Akita Ranga School";"Uok";;"Akita Lang S Cho";"Xbad-translation";"Akita Ran S Choo l";"Xbad-translation";"Akita Lang S Cho";"Xbad-translation";"Akita Lang S Cho";"Xbad-translation";1725;1725;1775;1775;"http://chronontology.dainst.org/period/iOoxofiCW3V7"
"Akkad Period";;"Uok";"Période Akkad";;"Periodo di Akkad";;"Período Akkad";;"Akkad-Zeit";;-2369;-2369;-2229;-2229;"http://chronontology.dainst.org/period/8J7iK6V4UX7G"
"Akkad";;"Uname";"Akkad";;"Akkad";;"Akkad";;"Akkad";;-2333;-2333;-2099;-2099;"http://chronontology.dainst.org/period/GmldiZSQeVPu"
"Akkadian Empire";;"Uok";"Empire akkadien";;"Impero accadico";;"Imperio acadio";;"Akkadisches Reich";;-2350;-2350;-2200;-2200;"http://chronontology.dainst.org/period/gBXyJdaMIxL7"
"Akkadian-Ur III Mesopotamia";;"Uok";"Mésopotamie Akkadian-Ur III";;"Mesopotamia accadica-Ur III";;"Akkadian-Ur III Mesopotamia";;"Akkadian-Ur III Mesopotamien";;-2335;-2335;-2000;-2000;"http://chronontology.dainst.org/period/DumwrTohmhqS"
"Akkadian-Ur III";;"Uname";"Akkadian-Ur III";;"Akkadian-Ur III";;"Akkadian-Ur III";;"Akkadian-Ur III";;-2335;-2335;-2000;-2000;"http://chronontology.dainst.org/period/DumwrTohmhqS"
"Akkadian";;"Uok";"Akkadian";;"accadico";;"Acadio";;"Akkadian";;-2349;-2349;-2149;-2149;"http://chronontology.dainst.org/period/g8ZnsITNmRX8"
"Akkoyunlu";;"Uok";"Aqquyunlu";;"Aqquyunlu";;"Aqquyunlu";;"Aqquyunlu";;1378;1378;1508;1508;"http://chronontology.dainst.org/period/oCze4NHMTSsP"
"Akrotiri Phase";;"Uok";"Phase d'Akrotiri";;"Fase di Akrotiri";;"Fase Akrotiri";;"Akrotiri Phase";;-8850;-8850;-8250;-8250;"http://chronontology.dainst.org/period/7piAewM1iON9"
"Akrotiri";;"Uname";"Akrotiri";;"Akrotiri";;"Akrotiri";;"Akrotiri";;-9300;-9300;-8801;-8801;"http://chronontology.dainst.org/period/BowmBMDl0B6P"
"Akrotiti Phase";;"Uok";"Phase d'Akrotiti";;"Fase di Akrotiti";;"Fase Akrotiti";;"Akrotiti Phase";;-11000;-11000;-9000;-9000;"http://chronontology.dainst.org/period/xHeNjAzZDKW4"
"Aksumite";;"Uname";"Aksumite";;"aksumita";;"Aksumite";;"Aksumite";;-700;-700;1000;1000;"http://chronontology.dainst.org/period/mNX6dnmwovI4"
"Al-Anfal Campaign";;"Uok";"Anfal Compijn";;"Anfal Compijn";;"Anfal Compijn";;"Anfal Compijn";;1986;1986;1989;1989;"http://chronontology.dainst.org/period/CF0HwO8qDFm6"
"Al-Aqsa Intifada";;"Uname";"Al-Aqsa Intifada";;"Al-Aqsa Intifada";;"Intifada Al-Aqsa";;"Al-Aqsa Intifada";;2000;2000;2015;2015;"http://chronontology.dainst.org/period/8bsn1UxHlnVJ"
"Alachua";;"Uname";"Alachua";;"Alachua";;"Alachua";;"Alachua";;1250;1250;1600;1600;"http://chronontology.dainst.org/period/SOTadKo6GN5w"
"Albert I";;"Uname";"Albert I";;"Alberto I.";;"Albert I";;"Albert I.";;1909;1909;1934;1934;"http://chronontology.dainst.org/period/ckYGADq4uTwS"
"Albert II";;"Uname";"Albert II";;"Alberto II";;"Albert II";;"Albert II";;1993;1993;2015;2015;"http://chronontology.dainst.org/period/m1YUeG9ORo5G"
"Albian";;"Uok";"Albian";;"Albiano";;"Albian";;"Albian";;-113000000;-113000000;-100500000;-100500000;"http://chronontology.dainst.org/period/U5opyzqfSQz3"
"Albrecht von Mecklenburg";;"Uok";"Albrecht de Mecklembourg";;"Albrecht del Meclemburgo";;"Albrecht de Mecklenburg";;"Albrecht von Mecklenburg";;1363;1363;1388;1388;"http://chronontology.dainst.org/period/JzOebaYSkqjS"
"Alekseĭ Mikhaĭlovich";;"Uok";"Alekseĭ Mikhaĭlovich";;"Alekseĭ Mikhaĭlovich";;"Alekseĭ Mikhaĭlovich";;"Alekseĭ Mikhaĭlovich";;1645;1645;1676;1676;"http://chronontology.dainst.org/period/XknjCkDxWArw"
"Alexander I";;"Uname";"Alexandre I";;"Alessandro I.";;"Alejandro I";;"Alexander I";;1801;1801;1825;1825;"http://chronontology.dainst.org/period/T6R1S9r4VJUs"
"Alexander II";;"Uname";"Alexandre II";;"Alessandro II";;"Alejandro II";;"Alexander II";;1214;1214;1249;1249;"http://chronontology.dainst.org/period/AmgvosR3ZZPQ"
"Alexander III";;"Uname";"Alexander III";;"Alessandro III";;"Alejandro III";;"Alexander III";;1249;1249;1286;1286;"http://chronontology.dainst.org/period/fjFNJou37qyj"
"Alexander";;"Xunderspecific";"Alexandre";;"Alessandro";;"Alejandro";;"Alexander";;1879;1879;1886;1886;"http://chronontology.dainst.org/period/yh4G6NoUWUyq"
"Alexis";;"Xunderspecific";"Alexis";;"Alexis";;"Alexis";;"Alexis";;1645;1645;1676;1676;"http://chronontology.dainst.org/period/XknjCkDxWArw"
"Alexius I Comnenus";;"Uname";"Alexius I Comnenus";;"Alessio I Comneno";;"Alejo I Comneno";;"Alexius I Comnenus";;1081;1081;1118;1118;"http://chronontology.dainst.org/period/yJ6pZodvzFZz"
"Alexius III Angelus";;"Ucorrected";"Alexius III Angelus";;"Alexius III Angelus";;"Alexius III Angelus";;"Alexius III Angelus";;1195;1195;1203;1203;"http://chronontology.dainst.org/period/D0qkgPbcWEnr"
"Alfonso I";;"Uname";"Alfonso I";;"Alfonso I";;"Alfonso I";;"Alfonso ich";;1104;1104;1134;1134;"http://chronontology.dainst.org/period/I0uGyjT1VpNN"
"Alfonso II";;"Uname";"Alfonso II";;"Alfonso II";;"Alfonso II";;"Alfons II";;1162;1162;1196;1196;"http://chronontology.dainst.org/period/a1gkhkGcf1jJ"
"Alfonso III";;"Uname";"Alfonso III";;"Alfonso III";;"Alfonso III";;"Alfons III";;866;866;910;910;"http://chronontology.dainst.org/period/NM8CDs29XY4Z"
"Alfonso V";;"Uname";"Alfonso B";;"Alfonso V";;"Alfonso V";;"Alfonso B.";;1416;1416;1458;1458;"http://chronontology.dainst.org/period/mQVE3hXOXB6v"
"Alfonso VI";;"Uname";"Alfonso VI";;"Alfonso VI";;"Alfonso VI";;"Alfons VI";;1065;1065;1109;1109;"http://chronontology.dainst.org/period/tg33JFxmlFZB"
"Alfonso VII";;"Uname";"Alfonso VII";;"Alfonso VII";;"Alfonso VII";;"Alfons VII";;1126;1126;1157;1157;"http://chronontology.dainst.org/period/Thif18y6fYNW"
"Alfonso VIII";;"Uname";"Alphonse VIII";;"Alfonso VIII";;"Alfonso VIII";;"Alfons VIII";;1158;1158;1214;1214;"http://chronontology.dainst.org/period/C58SITVjlw0X"
"Alfonso X";;"Uname";"Alfonso X";;"Alfonso X";;"Alfonso X";;"Alfonso X.";;1252;1252;1284;1284;"http://chronontology.dainst.org/period/7jgZgtwRHFOp"
"Alfonso XI";;"Uname";"Alfonso ξ";;"Alfonso XI";;"Alfonso XI";;"Alfonso ξ";;1312;1312;1350;1350;"http://chronontology.dainst.org/period/sqKPlqQSgxuF"
"Alfonso XII";;"Uname";"Alfonso XII";;"Alfonso XII";;"Alfonso XII";;"Alfons XII";;1875;1875;1885;1885;"http://chronontology.dainst.org/period/Zx3f8pKbGfoh"
"Alfonso XIII";;"Uname";"Alfonso XIII";;"Alfonso XIII";;"Alfonso XIII";;"Alfons XIII";;1886;1886;1931;1931;"http://chronontology.dainst.org/period/ujK6de2RPmJl"
"Alfred";;"Xunderspecific";"Alfred";;"Alfred";;"Alfredo";;"Alfred";;871;871;899;899;"http://chronontology.dainst.org/period/c5JbkycSYXbu"
"Ali Kosh";;"Uname";"Ali Kosh";;"Ali Kosh";;"Ali Kosh";;"Ali Kosh";;-6750;-6750;-6000;-6000;"http://chronontology.dainst.org/period/Z3qI4c9UsQjS"
"Allamakee Phase";;"Uok";"Allamaki Fasay";;"Fase Allamakee";;"Fase Allamakee";;"Allamaki Fasay";;300;300;400;400;"http://chronontology.dainst.org/period/dJ9p4H4UurXo"
"Allamakee";;"Uok";"Allamakee";;"Allamakee";;"Allamakee";;"Allamakee";;300;300;400;400;"http://chronontology.dainst.org/period/tPogGLsUi6H5"
"Allied intervention";;"Uok";"Allied intervention";;"Intervento alleato";;"Intervención aliada";;"Intervention der Alliierten";;1918;1918;1920;1920;"http://chronontology.dainst.org/period/HU82ye1ueiRZ"
"Allied occupation";;"Uok";"Occupation alliée";;"Occupazione alleata";;"Ocupación aliada";;"Alliierte Besetzung";;1945;1945;1990;1990;"http://chronontology.dainst.org/period/sJPQDEfu2YCh"
"Almohad dynasty";;"Uok";"Dynastie almohade";;"Dinastia Almohad";;"Dinastía almohade";;"Almohaden-Dynastie";;1130;1130;1269;1269;"http://chronontology.dainst.org/period/IxwHWVK544cN"
"Almohad period";;"Uok";"Période almohade";;"Periodo Almohad";;"Periodo almohade";;"Almohadenzeit";;1147;1147;1269;1269;"http://chronontology.dainst.org/period/Q4ZVyZVKQ3DV"
"Almohad";;"Uok";"Almohade";;"almohad";;"Almohade";;"Almohade";;1121;1121;1269;1269;"http://chronontology.dainst.org/period/kK18Ct3k1tyQ"
"Almohedes";;"Uok";"Almohedes";;"Almohedes";;"Almohedes";;"Almohedes";;1120;1120;1220;1220;"http://chronontology.dainst.org/period/OIjK5T2c4217"
"Almoravid dynasty";;"Uok";"Dynastie almoravide";;"Dinastia Almoravid";;"Dinastía almorávide";;"Almoravid Dynastie";;1056;1056;1147;1147;"http://chronontology.dainst.org/period/CHXJCQUOYUL9"
"Almoravid period";;"Uok";"Période almoravide";;"Periodo di Almoravid";;"Periodo almorávide";;"Almoravidenzeit";;1055;1055;1140;1140;"http://chronontology.dainst.org/period/l8JRePFSaJco"
"Almoravid";;"Uname";"Almoravide";;"Almoravid";;"Almorávide";;"Almoravid";;1054;1054;1147;1147;"http://chronontology.dainst.org/period/aprEoR7ydYe7"
"Almoravides";;"Uname";"Almoravides";;"Almoravidi";;"Almoravides";;"Almoravides";;1060;1060;1120;1120;"http://chronontology.dainst.org/period/FoO1sfA23nH0"
"Almoravids";;"Uname";"Almoravides";;"Almoravidi";;"Almorávides";;"Almoraviden";;1055;1055;1140;1140;"http://chronontology.dainst.org/period/l8JRePFSaJco"
"Amana Colonists";;"Uok";"Amana Colonists";;"Amana Colonists";;"Amana colonos";;"Amana-Kolonisten";;1673;1673;1950;1950;"http://chronontology.dainst.org/period/QrK634aC6Ibs"
"Amana";;"Ucorrected";"Amana";;"Amana";;"Amana";;"Amana";;1673;1673;1950;1950;"http://chronontology.dainst.org/period/VkIxBep7amKR"
"Amarna period";;"Uok";"Période Amarnienne";;"Periodo Amarna";;"Periodo Amarna";;"Amarna-Zeit";;-1353;-1353;-1332;-1332;"http://chronontology.dainst.org/period/7bHLF4E3Q0XM"
"American 1821-present";;"Xoverspecific";"Américain 1821-présent";;"Americano 1821-presente";;"Estadounidense 1821-presente";;"Amerikaner ab 1821";;1821;1821;1950;1950;"http://chronontology.dainst.org/period/iEm1d9Ln0qwo"
"American Acquisition & Development 1821-45";;"Xoverspecific";"Acquisition et développement américains 1821-1845";;"American Acquisition & Development 1821-45";;"Adquisición y desarrollo estadounidense 1821-45";;"American Acquisition & Development 1821-45";;1821;1821;1845;1845;"http://chronontology.dainst.org/period/AtV8e6YbkZKv"
"American Acquisition & Development";;"Uok";"Acquisition et développement américains";;"Acquisizione e sviluppo americani";;"Adquisición y desarrollo estadounidense";;"Amerikanische Akquisition & Entwicklung";;1821;1821;1845;1845;"http://chronontology.dainst.org/period/AtV8e6YbkZKv"
"American intervention";;"Uok";"American intervention";;"Intervento americano";;"Intervención americana";;"Amerikanische Intervention";;1994;1994;1995;1995;"http://chronontology.dainst.org/period/t9Z2nPsZPSGo"
"American Occupation";;"Uok";"American Occupation";;"Occupazione americana";;"Ocupación americana";;"Amerikanische Besatzung";;1915;1915;1934;1934;"http://chronontology.dainst.org/period/ELvNvVNN2vD7"
"American occupation";;"Uok";"American occupation";;"Occupazione americana";;"Ocupación americana";;"Amerikanische Besetzung";;1916;1916;1924;1924;"http://chronontology.dainst.org/period/w6dthiQ2rhbi"
"American Scene";;"Xunderspecific";"Scène américaine";;"Scena americana";;"Escena americana";;"Amerikanische Szene";;1920;1920;1949;1949;"http://chronontology.dainst.org/period/NtBoZ3dXE8fA"
"American";;"Xunderspecific";"américain";;"americano";;"americano";;"amerikanisch";;1821;1821;1950;1950;"http://chronontology.dainst.org/period/iEm1d9Ln0qwo"
"Ami School";"Uok";;"je suis a l'école";"Xbad-translation";"sono a scuola";"Xbad-translation";"estoy en la escuela";"Xbad-translation";"Ich bin in der Schule";"Xbad-translation";1400;1400;1499;1499;"http://chronontology.dainst.org/period/ExqvFIxENQKe"
"amirate of Granada";;"Uok";"Emirats de Grenade";;"Emirati di Granada";;"amirate of Granada";;"Emirate von Granada";;1237;1237;1492;1492;"http://chronontology.dainst.org/period/OjHQ6cnNZ6wR"
"Amorite";;"Uok";"Amorite";;"amorreo";;"Amorita";;"Amorit";;-3000;-3000;-1000;-1000;"http://chronontology.dainst.org/period/WaPTGgBvG44K"
"Amratian";"Uok";;"Deux fois";"Xbad-translation";"Due volte";"Xbad-translation";"Dos veces";"Xbad-translation";"Zweimal";"Xbad-translation";-4000;-4000;-3200;-3200;"http://chronontology.dainst.org/period/Ngx4Hf3zbCDe"
"Amstel";;"Uname";"Amstel";;"Amstel";;"Amstel";;"Amstel";;1784;1784;1820;1820;"http://chronontology.dainst.org/period/toZeRmg6YZPu"
"An Lushan Rebellion";;"Uok";"Une rébellion de Lushan";;"An Lushan Rebellion";;"Una rebelión de Lushan";;"An Lushan Rebellion";;755;755;763;763;"http://chronontology.dainst.org/period/l3l9DsEttWsD"
"An'ei Era";"Uok";;"Si l'ère";"Xbad-translation";"An'ei Era";"Uname";"Era An'ei";"Uok";"An'ei Era";"Uname";1772;1772;1781;1781;"http://chronontology.dainst.org/period/1vfewocYkNPY"
